1|Matthew 1
1|Matthew 2
1|Matthew 3
1|Matthew 4
1|Matthew 5
1|Matthew 6
1|Matthew 7
1|Matthew 8
1|Matthew 9
1|Matthew 10
1|Matthew 11
1|Matthew 12
1|Matthew 13
1|Matthew 14
1|Matthew 15
1|Matthew 16
1|Matthew 17
1|Matthew 18
1|Matthew 19
1|Matthew 20
1|Matthew 21
1|Matthew 22
1|Matthew 23
1|Matthew 24
1|Matthew 25
1|Matthew 26
1|Matthew 27
1|Matthew 28
1|Mark 1
1|Mark 2
1|Mark 3
1|Mark 4
1|Mark 5
1|Mark 6
1|Mark 7
1|Mark 8
1|Mark 9
1|Mark 10
1|Mark 11
1|Mark 12
1|Mark 13
1|Mark 14
1|Mark 15
1|Mark 16
1|Luke 1
1|Luke 2
1|Luke 3
1|Luke 4
1|Luke 5
1|Luke 6
1|Luke 7
1|Luke 8
1|Luke 9
1|Luke 10
1|Luke 11
1|Luke 12
1|Luke 13
1|Luke 14
1|Luke 15
1|Luke 16
1|Luke 17
1|Luke 18
1|Luke 19
1|Luke 20
1|Luke 21
1|Luke 22
1|Luke 23
1|Luke 24
1|John 1
1|John 2
1|John 3
1|John 4
1|John 5
1|John 6
1|John 7
1|John 8
1|John 9
1|John 10
1|John 11
1|John 12
1|John 13
1|John 14
1|John 15
1|John 16
1|John 17
1|John 18
1|John 19
1|John 20
1|John 21
1|Acts 1
1|Acts 2
1|Acts 3
1|Acts 4
1|Acts 5
1|Acts 6
1|Acts 7
1|Acts 8
1|Acts 9
1|Acts 10
1|Acts 11
1|Acts 12
1|Acts 13
1|Acts 14
1|Acts 15
1|Acts 16
1|Acts 17
1|Acts 18
1|Acts 19
1|Acts 20
1|Acts 21
1|Acts 22
1|Acts 23
1|Acts 24
1|Acts 25
1|Acts 26
1|Acts 27
1|Acts 28
1|Romans 1
1|Romans 2
1|Romans 3
1|Romans 4
1|Romans 5
1|Romans 6
1|Romans 7
1|Romans 8
1|Romans 9
1|Romans 10
1|Romans 11
1|Romans 12
1|Romans 13
1|Romans 14
1|Romans 15
1|Romans 16
1|1 Corinthians 1
1|1 Corinthians 2
1|1 Corinthians 3
1|1 Corinthians 4
1|1 Corinthians 5
1|1 Corinthians 6
1|1 Corinthians 7
1|1 Corinthians 8
1|1 Corinthians 9
1|1 Corinthians 10
1|1 Corinthians 11
1|1 Corinthians 12
1|1 Corinthians 13
1|1 Corinthians 14
1|1 Corinthians 15
1|1 Corinthians 16
1|2 Corinthians 1
1|2 Corinthians 2
1|2 Corinthians 3
1|2 Corinthians 4
1|2 Corinthians 5
1|2 Corinthians 6
1|2 Corinthians 7
1|2 Corinthians 8
1|2 Corinthians 9
1|2 Corinthians 10
1|2 Corinthians 11
1|2 Corinthians 12
1|2 Corinthians 13
1|Galatians 1
1|Galatians 2
1|Galatians 3
1|Galatians 4
1|Galatians 5
1|Galatians 6
1|Ephesians 1
1|Ephesians 2
1|Ephesians 3
1|Ephesians 4
1|Ephesians 5
1|Ephesians 6
1|Philippians 1
1|Philippians 2
1|Philippians 3
1|Philippians 4
1|Colossians 1
1|Colossians 2
1|Colossians 3
1|Colossians 4
1|1 Thessalonians 1
1|1 Thessalonians 2
1|1 Thessalonians 3
1|1 Thessalonians 4
1|1 Thessalonians 5
1|2 Thessalonians 1
1|2 Thessalonians 2
1|2 Thessalonians 3
1|1 Timothy 1
1|1 Timothy 2
1|1 Timothy 3
1|1 Timothy 4
1|1 Timothy 5
1|1 Timothy 6
1|2 Timothy 1
1|2 Timothy 2
1|2 Timothy 3
1|2 Timothy 4
1|Titus 1
1|Titus 2
1|Titus 3
1|Philemon 1
1|Hebrews 1
1|Hebrews 2
1|Hebrews 3
1|Hebrews 4
1|Hebrews 5
1|Hebrews 6
1|Hebrews 7
1|Hebrews 8
1|Hebrews 9
1|Hebrews 10
1|Hebrews 11
1|Hebrews 12
1|James 1
1|James 2
1|James 3
1|James 4
1|James 5
1|1 Peter 1
1|1 Peter 2
1|1 Peter 3
1|3 John 1
1|Jude 1
1|Revelation 1
1|Revelation 2
1|Revelation 3
1|Revelation 4
1|Revelation 5
1|Revelation 6
1|Revelation 7
1|Revelation 8
1|Revelation 9
1|Revelation 10
1|Revelation 11
1|Revelation 12
1|Revelation 13
1|Revelation 14
1|Revelation 15
1|Revelation 16
1|Revelation 17
1|Revelation 18
1|Revelation 19
1|Revelation 20
1|Revelation 21
1|Revelation 22
2|Psalms 1
2|Psalms 2
2|Psalms 3
2|Psalms 4
2|Psalms 5
2|Psalms 6
2|Psalms 7
2|Psalms 8
2|Psalms 9
2|Psalms 10
2|Psalms 11
2|Psalms 12
2|Psalms 13
2|Psalms 14
2|Psalms 15
2|Psalms 16
2|Psalms 17
2|Psalms 18
2|Psalms 19
2|Psalms 20
2|Psalms 21
2|Psalms 22
2|Psalms 23
2|Psalms 24
2|Psalms 25
2|Psalms 26
2|Psalms 27
2|Psalms 28
2|Psalms 29
2|Psalms 30
2|Psalms 31
2|Psalms 32
2|Psalms 33
2|Psalms 34
2|Psalms 35
2|Psalms 36
2|Psalms 37
2|Psalms 38
2|Psalms 39
2|Psalms 40
2|Psalms 41
2|Psalms 42
2|Psalms 43
2|Psalms 44
2|Psalms 45
2|Psalms 46
2|Psalms 47
2|Psalms 48
2|Psalms 49
2|Psalms 50
2|Psalms 51
2|Psalms 52
2|Psalms 53
2|Psalms 54
2|Psalms 55
2|Psalms 56
2|Psalms 57
2|Psalms 58
2|Psalms 59
2|Psalms 60
2|Psalms 61
2|Psalms 62
2|Psalms 63
2|Psalms 64
2|Psalms 65
2|Psalms 66
2|Psalms 67
2|Psalms 68
2|Psalms 69
2|Psalms 70
2|Psalms 71
2|Psalms 72
2|Psalms 73
2|Psalms 74
2|Psalms 75
2|Psalms 76
2|Psalms 77
2|Psalms 78
2|Psalms 79
2|Psalms 80
2|Psalms 81
2|Psalms 82
2|Psalms 83
2|Psalms 84
2|Psalms 85
2|Psalms 86
2|Psalms 87
2|Psalms 88
2|Psalms 89
2|Psalms 90
2|Psalms 91
2|Psalms 92
2|Psalms 93
2|Psalms 94
2|Psalms 95
2|Psalms 96
2|Psalms 97
2|Psalms 98
2|Psalms 99
2|Psalms 100
2|Psalms 101
2|Psalms 102
2|Psalms 103
2|Psalms 104
2|Psalms 105
2|Psalms 106
2|Psalms 107
2|Psalms 108
2|Psalms 109
2|Psalms 110
2|Psalms 111
2|Psalms 112
2|Psalms 113
2|Psalms 114
2|Psalms 115
2|Psalms 116
2|Psalms 117
2|Psalms 118
2|Psalms 119
2|Psalms 120
2|Psalms 121
2|Psalms 122
2|Psalms 123
2|Psalms 124
2|Psalms 125
2|Psalms 126
2|Psalms 127
2|Psalms 128
2|Psalms 129
2|Psalms 130
2|Psalms 131
2|Psalms 132
2|Psalms 133
2|Psalms 134
2|Psalms 135
2|Psalms 136
2|Psalms 137
2|Psalms 138
2|Psalms 139
2|Psalms 140
2|Psalms 141
2|Psalms 142
2|Psalms 143
2|Psalms 144
2|Psalms 145
2|Psalms 146
2|Psalms 147
2|Psalms 148
2|Psalms 149
2|Psalms 150
2|Psalms 151
